tweet,label
Tolong tolong aku depresi,1
"Kakak harus bangga sama diri kakak sendiri meskipun banyak kekurangan karena semua orang juga banyak kekurangan🤗 jangan stuck disana aja kak karena itu bisa jadi bibit2 stress yg menimbulkan depresi✊  Aku tau kakak udh ngelakuin semuanya dgn baik,great job kak👍",1
"Dan kalau sendernya kamu kamu coba deh tips2 yg aku kasih, nggak cuma kamu aja yg depresi, sebagian orang depresi itu sudah menjadi makanan pokok... Tapi alhamdulillah aku survive",1
mao nyontek punya aku nga? Aku ttg depresi WOAKAOAKAKAK,1
mulai menarik diri dari pergaulan. apakah aku mulai anti sosial-depresi? :),1
Sebentar lagi genap 1 tahun aku mengidap depresi dan anxiety disorder :),1
"Neezz aku pernah dengerin cerita seorang psikiater yg pernah mengalami depresi selama beliau menempuh pendidikan utk jd psikiater (yg makan waktu belasan tahun) dan beliau reach out ke psikiater lain sih utk sembuhin depresinya, gabisa menyembuhkan diri sendiri.",1
Aku juga lagi di fase yang ini :'( gimana cara nya bisa lepas dari depresi sih? Udh sering baca buku psikologi padahal ttp aja pusing pusing jga astaga,1
"hukum buat para koruptor iket tangan iket kaki, disuruh dengerin lagu ""salah apa aku"" versi burung gagak 2 hari 2 malam auto depresi 😏 #recehkantwiter",1
"tapi kalau kata aku, makan karena depresi",1
"Habis baca cerita cerita tentang baby blues & PPD (post partum depresion/depresi pasca melahirkan). Ternyata emang bener, faktor utamanya adalah lingkungan. Mulut yang paling jahat justru orang terdekat. Aku kira cuma aku yang ngerasa kaya gitu :'l",1
"Secara peribadi, aku rasa kita sekarang lebih celik tentang kesihatan mental kalau nak dibandingkan dengan dulu.   Dulu, asal depresi je orang kait lemah iman.",1
untung aku bisa beli dua-duanya  https://twitter.com/_deannisah/status/1175306139828768768 …,1
Semoga bulan depan aku ga depresi. Amiiin,1
boleh depres teruk laa aku macam ni kalau semua push aku 😌 takpe2,1
Penat dia sampai rasa nak kahwin je sekarang ni. Tapi nanti aku nak borak pastu laki aku taknak layan aku overthinking lak. Ahhh depresi!,1
temen aku depresi,1
"FYI, aku share DASS test tu hanyalah utk meningkatkan kesedaran kita tentang bahayanya masalah depresi dan stress. Masy kita masih ambil mudah tentang masalah ini. Masih pandang remeh. Padahal masalah ini dah makin membesar.",1
"Hai aku. Jgn mager lah. Skripsi dikerjakan. Apa ga malu ukt masih dibayarin ortu. Jgn stres apalagi sampai depresi ya, kamu masih punya ayah yg kamu perjuangin keringatnya.",1
"contohnya udah dialamin sendiri. ""kasian kamu depresi gitu siapa lagi coba temannya kalo bukan aku"" ""kamu tau gak harusnya beruntung punya pacar kayak aku yang mau nerima segala 'sakit' yang kamu punya""",1
tos!!! mingdep aku mau ke sunmor mau nyari hatchling 🥺,1
BANYAK PONG!!!! KESEL AKU!!!! 😭😭😭😭😭😭 DIA YG DIBENCI AKU YG DEPRESI,1
aku berapa bulan yg lalu jg hampir mau smoking pas lagi depresi tapi untung nga jadi :(,1
aku dalam mood depresi sebab kelas every week sentiasa penuh 🙂,1
"Aku gk menyembah mahluk sprti kalian junjung Jokowi sama agama ISNUS. Aku pecinta Allah dan Rasulullah, cuma kalah pilihan sampe depresi, konyol kali cuy. Santuy.",1
"Aduhh sial gini aja ngakak, padahal gatau letak lucunya dimana. Apaka aku depresi? 😂😭",1
buka twitter langsung kaget aku :(  pic.twitter.com/wZZ9CVEkqv,1
ketawa aja aku kalo kmu depresi kmu bgituan 😆,1
Nonton hereditary. Aku merasa depresi liatnya 😭,1
"Jika bertemu denganku, cobalah menyapaku. Aku ingin berlatih tersenyum dikala depresi.",1
"Hy sebagai depression survivor aku mau kamu terus berjuang buat sembuh! Jangan sampai masuk tahap depresi berat. Ayo sama-sama berjuang, kamu bisa! Kamu berharga dan layak bahagia",1
"ga usah nder, aku dah nonton banana fish malah depresi.",1
aku mau juga diproud of you-in,1
"Sampai detik ini, ini yg membuat aku bertahan, bhw setiap org yg mau brbh mnjd lebih baik lagi itu banyak celaan disana sini. Prnh hmpr depresi krn mikrn omongan org2 yg tdk bermutu, mlhan bnyk yg sesama muslim sling mnjtuhkn, beda sm yg nonmuslim mlah mdkung utk trs bangkit  pic.twitter.com/3XqNGdnULx",1
AKU IKUTAN DEPRESI,1
dor! rasanya aku mulai depres tapi aku bingung cerita sama siapa?,1
Depresi (Prolog) - Aku pikir aku adalah seorang anak yang kuat  https://tmblr.co/Zxdwrn2k_Akra ,1
"Astagaa kenapa ngirim ini si sender 😭😭 bener2 ngerasain sakit banget sepanjang nonton. Membekas berhari2, nangis terus, bner2 seakan2 kamu ikut depresi liatnya. Sampai akhirnya ini masuk list film yg haram buat aku rewatch. Ini doank sih yg haram trlalu menyedihkan filmnya.  https://twitter.com/JAPANFESS/status/1175643626979770373 …",1
Depresi banget ya eun jung? Aku sedih liat dia masa :(  #BeMelodramatic pic.twitter.com/Xu6IsY7WSt,1
apakah aku depresi? hm  https://twitter.com/riliv_app/status/1175635941224042497 …,1
"Aku depresi, dikatain gendut, terus aku diet mati2an? Enggak. Justru kebalikannya. Makanan itu pelampiasan aku. Aku makan makin banyak. Dan yang terjadi? Ya makin gendut. Makin gendut? Ya makin dikatain",1
Aku udah pakem nya dedek bahagia nuna bahagia itu aja daripada ini itu nanti macam dedek sebelumnya yg depresi terus makek yg terlarang 😢,1
"Puncak di semester 5. Waktu itu aku depresi. Ga berangkat kuliah selama kurleb 3 minggu. SAHABAT2 BAIK AKU nanyain dong, ""kok kamu ga berangkat kuliah? Kenapa?"" Ya aku jawab kayak yang cerita aku takut ngerepotin orang tadi itu loo.. sama ejekan eh candaan mereka",1
td aku ditanya sama kang parkir knp ko cemberut aja. aku jawab aja lg depresi. dia malah ketawa. emngny depresi lucu ya?,1
"gatau mereka belajar agama di mana yg jlas aku ngaji ga diajarin gitu 😭😭 sakit ya ke dokter, butuh ke psikiater ato psikolog ya silakan. soalnya kalo kesurupan jauh jauh jauh bgt sama depresi 😭😭😭",1
"Aku kenapa sih, depresi mulu! Heran!",1
"Di suatu sisi aku kasian dan ingin peduli dengan teman-teman sekitarku yang mengidap depresi hingga hampir bunuh diri dll. Di sisi lain setelah mendengar background nya, aku langsung mikir ""kok kayanya lebih tragis cerita hidupku, ya?"" Tapikan orang beda-beda. Tapikan tapikan",1
"Dulu pengen ke pare tapi gk dibolehin papah, disuruh kerja bantu dia aja. Yaudah. Ada pengalaman yg bener bener aku ambil waktu aku gap year kemaren. Pengen ngulang lagi masa masa gap year dan masa masa depresi yg produktif wkwk",1
"Drama nya ? Ya ada bgt. ASIku yg sedikit. Ditambah aku yg baby blues terus depresi juga. Hahaha tapi itu semua sekarang sudah dilalui satu persatu. Skrg, tinggal jalanin setiap proses yg emg harus dilalui",1
Dari mana asalnya cutting itu perbuatan orang pintar? Hah? Ya jelas lah orang bodoh. Menyakiti diri sendiri itu adalah perbuatan bodoh. Masi banyak hal yg bisa dilakukan selain menyakiti diri sendiri. Aku bilang ginu bukan sok superior karna gapernah depresi cuma mau ngasi tau,1
"Hey kak? Kalau butuh teman cerita, jangan sungkan buat cerita sama aku. Jangan dipendem sendiri ya? Aku tau rasanya kak, aku juga bener bener depresi berat, walaupun memang beda kasus aja kita. Makasih udah mau bertahan sampe sekarang! Adoh  nangis 😭😭",1
"Aku kalo pusing, stress, depresi pinginnya naik kereta atau pesawat, krn banyak  pic.twitter.com/Uv8w3cdGUH",1
"Aku kuat? Jujur aku lemah, aku sering nangis, stress, depresi, AKU CAPEK. Capek jujur aja, capek pura2 ketawa pura2 baik2 aja tuh capek seriusan. I am tired of fighting for my life.   But I am trying to always be Alright, aku pny Tuhan, punya orang2 baik di sekitar aku😔  pic.twitter.com/c35lz66QPk",1
aku gasuka. karena biasanya yg bener bener depresi pasti gamau org lain tau. dan itu juga bisa memacu orang lain untuk selfharm.,1
"This is partially right tho. Aku gak mati depresi 60% karena doa ibu, 30% karena kpopan, 10% karena aku mager.  https://twitter.com/zwolftenaugust/status/1175056303372173312 …",1
Resah dan selalu tidak tenang. Apa aku ini depresi?,1
Aku nek ndelok iki depresi ku ilang seketika ....berubah pgn bunuh diri bgsddddddd  https://twitter.com/deaarc/status/1175342655598804992 …,1
3. Aku sudah mengalami depresi sejak umur 8 tahun. Sejak kelahiran adikku. Dan kini usiaku sudah 14 tahun.  Selama 6 tahun aku menjalani hidup dengan beban. Yang tidak dimengerti oleh siapapun. Aku merasa tertekan. Ini sungguh tekanan yang kuat. Ini menimbulkan trauma untukku.,1
"2. Frustasi, depresi bahkan OCD selalu menyerang batinku. Ini menyiksaku. Sampai semua itu kini kuanggap bagian dari diriku. Kurasa ini keliru.  Aku tak punya apa atau siapa untuk membantuku keluar dari belenggu itu. Dan aku merasa sudah cukup lelah berjuang sendiri.",1
"kata bapak ku kalo aku mati karena depresi berarti aku kurang iman, dan kalo depresi lebih baik ke uztad drpd ke psikolog.",1
aku cape mau depresi bareng the smiths aj,1
"Adik aku self cutting.. aku harus mulai bahas ini sm org tuaku ga ya? Aku takut.. — Bahaya kalo udah mulai menyakiti diri ma, tanyain aja dulu kenapa, siapa tau stress depresi atau ada masalah, banyak lah yg mempengaruhi soalnya. Kalo engga gitu di bawa…  https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM5SEDTKA5QOR3LR5RCD43F55J2RWZGY2KFFG44RZSL2YP6EAOAYUWOPQT3UY7C65IGTZ3JLRHXEKAPBDCCFWQSKPHASRDWP5EQKX7ZSLTWOY5CAAX3XOHLFOUDTIR4WDOZ7HHT7ENYDIV3YJZTCVY46E5GQWD33W66ZML3U7FQ442IA22SAEZ4=== …",1
"Bayangin gimana dia udah capek kali sama hidupnya buat hati aku sakit  Aku bahkan gak tau kalo dia depresi, karena emang pas itu udah gak ngikutin korea lagi  Diingatan aku dia lucu, unik, suka ngelawak, tingkah lakunya yg absurb, suka ngepost2 aib",1
"Daripada dibilang ngaku-ngaku dan sok depresi yakan.  Mereka gatau aja alasan kenapa aku bisa ngamuk di kelas waktu itu, dan itu masih ada dosen,  gara-gara masalah sepele doang, sepatu disembunyiin.",1
"senin pts senin pts senin pts  me : mo rebahan aj, ak depresi.",1
"""Gak lucu anj*ng"", tiba-tiba aku teringat lagi sama masalah di semester satu.  Iya aku tau kalimat itu memang keluar dari mulutku sendiri, tapi sejak dipake jadi bahan candaannya anak-anak, aku jadi trauma parah tiap dengar kalimat itu. Gatau itu bisa dibilang depresi apa enggak.",1
"Gaisok nder, aku seneng ambek koncoku ae malah diilokno depresi kesuen jomblo :<  https://twitter.com/sbyfess/status/1175443517549633536 …",1
"Terbalikk hehehehe   Lagu magic shope kak aku sering depresii wkwkwkwk,, depresi tugass   #PCAs #TheMusicVedio #BoyWithLuv @BTS_twt pic.twitter.com/bQABzKjOHu",1
sorry but jujur aja caper alias apasih yg dicari dari posting cutting.  mereka-mereka itu kadang yg bikin aku jd ragu ini depresi beneran apa caper si. hadeh,1
"Gatau dia beneran depresi atau caper aja, atau mungkim depreso trs butuh perhatian",1
"Kalian tahu, ternyata reaksi pembahagiaan diri itu ada. Nyatanya diriku yang saat ini hati dan pikiranku sedang kisruh dan membuatku depresi dan sedih, entah kenapa tiba2 aku tertawa terpingkal2 hingga menangis, aku merasa seperti menertawai kesedihanku sendiri, apa ini normal?",1
Penggambaran luar angkasa yang hening sunyi terus acting kegalauan brad pitt bikin aku merasa kalau posisi dia itu pasti lebih depresi :”,1
"Tadi aku hbs mitap sama temen ak, aku kekosan dia trus ternyata salah satu temen aku ternyata lg depresi gitu..",1
knp ya tiap kali depresi aku datang gaada tmn deketku yg bs nemenin aku wkwkwk.,1
"Beb, kamu jangan nambahin beban ku ntar aku depresi loh! 😡",1
"pengen ak menyendiri keluar kaya mba2 yg aku blg depresi, biar tau rasanya:(",1
"[tanyarl] mamaku nyamperin aku tadi, dia tbtb nanya  👵 km pernah bilang sama mama gamau nikah, mama mikir skrg, apa krn rumah tangga mama sm papa?  aku diem, pgn nangis, knp baru sadar stlh 19th lamanya si mah? stlh anakmu hampir depresi grgr kalian berdua?",1
"bego bgt ga si aku ngomong kenceng ke tante aku pdahal orang yg aku omongin di belakang aku, aku blg "" tan org yg pake jaket ijo depresi ya?"" trs tante aku ngomelin sambil ketawa, lgian dia ngeroko terus2an mana cewek lg kan:(",1
"waktu itu mau ujian,gua tertekan bgt sm orgtua yg trs menerus mksa gua buat belajar supaya dpet nem bagus. dsitu gua bnci sm dri sndiri karna wktu simulasi nem gua kecil bgt. gua hampir depresi,takut,gelisah. dan akhirny nemu lagu bts nyari artinya dan gua jdi lovemyself:)",1
"Seharusnya pengalaman di bully selama 6 th ngejadiin aku org yg kuat. Tapi itu seharusnya.  Nyatanya aku makin lemah dan capek sama smuanya, beban itu numpuk, gaada tempat cerita.  Jadinya depresi,stres sering nangis sendiri. Wajar ga?",1
"karena aku bener2 ga suka genre kek gini, berasa depresi nontonnya",1
"Aku bisa aja sih bikin konten dr hal yang ku alami semua. Dari bangkit dr rasa depresi, gmn caranya jd pendengar ketika masalah sendiri tuh banyak bgt, gimana cara ""berbinvang"" dengan diri sendiri agar trauma pulih. Serius deh, banyak sebenernya",1
Aku lebih depresi kehilangan km selama 3 tahun... mendekati gila maybe...tiap hari rindu akut stadium 17..,1
"Ya ribut.. Kan ortuku pny dua anak, dulu sih sempat maunya satu ikut mama, satu ikut papa. smpt ngalamin depresi jg krn ortu sukanya begitu. Jd akhirnya sblm 17thn, kami di ajarin 2 agama.. Rasanya? Yaaaaa tertekan pastinya. Kl ditny agamamu apa, aku bingung",1
"Jakarta Pusat, mau mau please😭 hpku baru ilang kemarin di acara smartfren WOW. stress banget sampe depresi aku kambuh karna bunda nonstop marahmarahin aku, ditambah sebelum hp ilang, aku ditipu 1,7 juta😭 lagi coba belajar ikhlas tp sedih banget cape diomelin😭",1
"Tidak sama sekali, kegiatan sekolah aku berjalan dengan normal dan baik (tidak dikelas 3sd), yang terganggu hanya mental aku saja. Karena aku sangat depresi dengan keadaan waktu itu dengan banyak tekanan dari kakekku.",1
"Stop ngerasa bersalah terus dan mikirin yang hrsnya ga di pikirin, nanti lo depresi sendiri, kesehatan mental mu lebih penting dari apapun. tetep kuat ya? Jangan nyerah, aku pasti bisa.",1
Belum. Aku depresi.,1
KENAPA LINE SINI LEMBAB AKU DEPRESI,1
Habis ikut seminar self love bukannya sembuh malah tambah depresi   -aku,1
Apahal aku sensitif dan depresi harini?,1
"MAU:(((( hp ku baru ilang kemarin di acara smartfren WOW udah stress banget diomelin bunda nonstop😭 depresi aku jg kambuh lebih dr yg kemarinkemarin karna sebelum hp ilang, belum lama aku kena tipu 1,7 juta😭😭😭😭",1
"I just feeling really stressed out. Mungkinkah kesabaran menimbulkan tekanan? Saya merasa sangat frustrasi, depresi. Tapi apa itu benar? Saya sendiri bingung dengan diri saya. Apakah saya baik-baik saja? Apakah yang saya lakukan benar atau salah? Kumohon beri tahu aku",1
"Untuk melampiaskan setress,depresi dan mencari mutual yang bisa ngertiin aku dan bisa diajak sharing  https://twitter.com/ibighitmenfess/status/1175363315914006529 …",1
"Apalg rv, uda ngikutin dari debut, mrka tu role model bgt, berbakat, humble, cantik, pkt komplit pkonya. Tiap nugas play lgu mrka biar ga depresi & mkn smngt nugasnya. Plis izinin aku liat lgsg mrka nyanyi zimzalabim, umpah2, power up, red flavor & lagu lain plis😭 #TokopediaSKF pic.twitter.com/9AlI3j01av",1
Aku mau dong diajak nguli 😍 aku tuh pengangguran depresi tau,1
Agitasi aku menuju jalan revolusi plis,1
"wkwkwk ngerti kok, orang salah pemahaman aja. kayak yang aku bilang, kesehatan mental dan fisik sama2 penting. depresi sama kanker juga demikian, ehe",1
Tidak sampai depresi tapi kalau dipikir-pikir aku bakal stres kalau misal nggak kenal Kpop  https://twitter.com/zwolftenaugust/status/1175056303372173312 …,1
